Q9VL71_DROME	Q9VL71	FBgn0024285	Srp54
Q960H1_DROME	Q960H1	FBgn0024289	Sodh-1
Q9U5W8_DROME	Q9U5W8	FBgn0024293	Spn43Ab
Q8MSQ4_DROME	Q8MSQ4	FBgn0024329	Mekk1
O61650_DROME	O61650	FBgn0024352	Hop
A1Z9E3_DROME	A1Z9E3	FBgn0024556	mEFTu1
CPSF1_DROME	Q9V726	FBgn0024698	Cpsf160
Q9VKR5_DROME	Q9VKR5	FBgn0024740	Lip2
FLOT1_DROME	O61491	FBgn0024754	Flo1
PHS_DROME	O76454	FBgn0024841	Pcd
MK14B_DROME	O61443	FBgn0024846	p38b
O61732_DROME	O61732	FBgn0024943	PIP82
Q9VQI8_DROME	Q9VQI8	FBgn0024947	NTPase
Q9VGZ3_DROME	Q9VGZ3	FBgn0024957	Irp-1B
Q9W4W8_DROME	Q9W4W8	FBgn0024992	
Q9W4W7_DROME	Q9W4W7	FBgn0024993	EG:100G10.6
O62526_DROME	O62526	FBgn0025111	Ant2
O77466_DROME	O77466	FBgn0025352	Thiolase
Q5BI31_DROME	Q5BI31	FBgn0025388	
O76894_DROME	O76894	FBgn0025390	Mur2B
Q9U1J9_DROME	Q9U1J9	FBgn0025571	SF1
O77436_DROME	O77436	FBgn0025620	EG:34F3.5
O77431_DROME	O77431	FBgn0025633	EG:118B3.2
Q8IPV3_DROME	Q8IPV3	FBgn0025683	
Q9VLX0_DROME	Q9VLX0	FBgn0025687	LKRSDH
COPB2_DROME	O62621	FBgn0025724	beta'COP
Q9W0B8_DROME	Q9W0B8	FBgn0025725	alphaCOP
Q9V483_DROME	Q9V483	FBgn0025726	unc-13
Q9V491_DROME	Q9V491	FBgn0025741	PlexA
Q0E8S7_DROME	Q0E8S7	FBgn0025777	homer
Q8SY19_DROME	Q8SY19	FBgn0025814	Mgstl
Q29QE1_DROME	Q29QE1	FBgn0025836	RhoGAP1A
O97418_DROME	O97418	FBgn0025839	ND-B14.5A
Q9W3D2_DROME	Q9W3D2	FBgn0025864	Crag
O96395_DROME	O96395	FBgn0025874	Meics
POL5_DROME	Q8I7P9	FBgn0025875	pol
GAGO_DROME	Q8I7Q0	FBgn0025876	gag
INO1_DROME	O97477	FBgn0025885	Inos
Q8INC3_DROME	Q8INC3	FBgn0026059	Mhcl
Q9VV72_DROME	Q9VV72	FBgn0026061	Mipp1
Q9VNL0_DROME	Q9VNL0	FBgn0026077	Gasp
ADAR_DROME	Q9NII1	FBgn0026086	Adar
Q8IPB2_DROME	Q8IPB2	FBgn0026147	
Q961D4_DROME	Q961D4	FBgn0026181	Rok
Q9Y111_DROME	Q9Y111	FBgn0026206	mei-P26
Q86NK4_DROME	Q86NK4	FBgn0026252	msk
Q9VZP5_DROME	Q9VZP5	FBgn0026259	eIF5B
Q9VZ19_DROME	Q9VZ19	FBgn0026268	antdh
Q9VGT0_DROME	Q9VGT0	FBgn0026314	Ugt35b
M3K7_DROME	Q9V3Q6	FBgn0026323	Tak1
Q9W0A8_DROME	Q9W0A8	FBgn0026372	RpL23A
OR46B_DROME	Q9V3N2	FBgn0026388	Or46a
ZN330_DROME	Q9VAU9	FBgn0026400	Noa36
NIPB_DROME	Q7PLI2	FBgn0026401	Nipped-B
A1Z877_DROME	A1Z877	FBgn0026403	Ndg
Q0E8E8_DROME	Q0E8E8	FBgn0026409	Mpcp
IDGF4_DROME	Q9W303	FBgn0026415	Idgf4
Q9VUC1_DROME	Q9VUC1	FBgn0026418	Hsc70Cb
A1Z9S6_DROME	A1Z9S6	FBgn0026427	Su(var)2-HP2
Q5BIC0_DROME	Q5BIC0	FBgn0026439	Eaat1
Q8IHG0_DROME	Q8IHG0	FBgn0026479	Drp1
A1ZAK3_DROME	A1ZAK3	FBgn0026533	Dek
Q9VI49_DROME	Q9VI49	FBgn0026563	
HANG_DROME	Q9VXG1	FBgn0026575	hang
Q9VCE0_DROME	Q9VCE0	FBgn0026576	
Q9VID9_DROME	Q9VID9	FBgn0026577	
Q9NJH5_DROME	Q9NJH5	FBgn0026620	tacc
Q9W3E1_DROME	Q9W3E1	FBgn0026679	IntS4
A1Z6L9_DROME	A1Z6L9	FBgn0026761	Trap1
Q9VJ45_DROME	Q9VJ45	FBgn0027070	BEST:LD25345
Q9W2J4_DROME	Q9W2J4	FBgn0027073	BEST:GH09393
Q960E6_DROME	Q960E6	FBgn0027079	ValRS
Q9VV60_DROME	Q9VV60	FBgn0027080	TyrRS
Q8IGC5_DROME	Q8IGC5	FBgn0027081	ThrRS
Q8MSW0_DROME	Q8MSW0	FBgn0027086	IleRS
Q9VUK8_DROME	Q9VUK8	FBgn0027088	GlyRS
SYAC_DROME	Q9VLM8	FBgn0027094	Aats-ala
DYRK3_DROME	P83102	FBgn0027101	Dyrk3
INX2_DROME	Q9V427	FBgn0027108	Inx2
VIP1_DROME	Q9VR59	FBgn0027279	l(1)G0196
Q9VXQ5_DROME	Q9VXQ5	FBgn0027329	CCT6
Q9V455_DROME	Q9V455	FBgn0027338	Kap-alpha3
A8JUT5_DROME	A8JUT5	FBgn0027343	fz3
Q7KLE5_DROME	Q7KLE5	FBgn0027356	Amph
Q9U5E0_DROME	Q9U5E0	FBgn0027375	RecQ5
Q9VV79_DROME	Q9VV79	FBgn0027500	spd-2
Q7KMI3_DROME	Q7KMI3	FBgn0027504	BcDNA.LD23371
Q9VQ78_DROME	Q9VQ78	FBgn0027509	TBCD
Q9XZ32_DROME	Q9XZ32	FBgn0027512	
Q9XZ30_DROME	Q9XZ30	FBgn0027514	
Q9XZ14_DROME	Q9XZ14	FBgn0027528	goe
Q0E910_DROME	Q0E910	FBgn0027529	tapas
Q9Y112_DROME	Q9Y112	FBgn0027552	BcDNA:GH10614
NELFB_DROME	Q9Y113	FBgn0027553	NELF-B
Q9Y114_DROME	Q9Y114	FBgn0027554	BcDNA:GH10229
Q9Y119_DROME	Q9Y119	FBgn0027560	Tps1
Q9VT61_DROME	Q9VT61	FBgn0027567	BcDNA:GH07921
Q9VKY2_DROME	Q9VKY2	FBgn0027568	Cand1
Q9XZ01_DROME	Q9XZ01	FBgn0027570	Nep2
ACOX1_DROME	Q7KML2	FBgn0027572	
Q0E9E2_DROME	Q0E9E2	FBgn0027580	PCB
Q9Y139_DROME	Q9Y139	FBgn0027582	BcDNA.GH06032
DHRS7_DROME	Q9Y140	FBgn0027583	
Q9Y141_DROME	Q9Y141	FBgn0027584	BcDNA.GH05741
Q9Y143_DROME	Q9Y143	FBgn0027586	BcDNA.GH05536
Q9Y145_DROME	Q9Y145	FBgn0027587	BcDNA:GH04978
Q9VXZ8_DROME	Q9VXZ8	FBgn0027601	pdgy
Q8IPB7_DROME	Q8IPB7	FBgn0027611	LManII
Q9NG24_DROME	Q9NG24	FBgn0027620	Acf
Q9VWH7_DROME	Q9VWH7	FBgn0027621	Pfrx
Q9U999_DROME	Q9U999	FBgn0027655	htt
Q9U1K3_DROME	Q9U1K3	FBgn0027657	glob1
VATH_DROME	Q9V3J1	FBgn0027779	VhaSFD
Q7KK96_DROME	Q7KK96	FBgn0027783	SMC2
Q9V3L7_DROME	Q9V3L7	FBgn0027785	NP15.6
Q9V3Y4_DROME	Q9V3Y4	FBgn0027786	Mtch
Q7KN75_DROME	Q7KN75	FBgn0027835	Dp1
Q9V396_DROME	Q9V396	FBgn0027844	CAH1
Q86BM5_DROME	Q86BM5	FBgn0027932	Akap200
GCSH_DROME	Q9U616	FBgn0027945	ppl
E1JIM4_DROME	E1JIM4	FBgn0027948	msps
Q9W4H6_DROME	Q9W4H6	FBgn0028325	l(1)G0334
Q9W2V9_DROME	Q9W2V9	FBgn0028331	l(1)G0289
Q8SXM1_DROME	Q8SXM1	FBgn0028336	l(1)G0255
Q9W2X6_DROME	Q9W2X6	FBgn0028342	ATPsyndelta
Q9VX44_DROME	Q9VX44	FBgn0028343	Ankle2
Q9W205_DROME	Q9W205	FBgn0028371	jbug
UBIA1_DROME	Q9V3R8	FBgn0028375	heix
Q9NHW0_DROME	Q9NHW0	FBgn0028387	chm
Q6NQY2_DROME	Q6NQY2	FBgn0028397	Tob
Q9U778_DROME	Q9U778	FBgn0028402	Sin
Q9V3Y5_DROME	Q9V3Y5	FBgn0028474	BcDNA.LD23634
Q9V415_DROME	Q9V415	FBgn0028475	Hrd3
Q9V397_DROME	Q9V397	FBgn0028479	Mtpalpha
Q9U4G1_DROME	Q9U4G1	FBgn0028482	bdl
Q9W1Q6_DROME	Q9W1Q6	FBgn0028497	
RIC1_DROME	Q9V3C5	FBgn0028500	Rich
Q9VZZ7_DROME	Q9VZZ7	FBgn0028504	BcDNA:GH02340
Q9V3V9_DROME	Q9V3V9	FBgn0028515	EndoGI
Q9V3Y7_DROME	Q9V3Y7	FBgn0028526	
Q9V3U5_DROME	Q9V3U5	FBgn0028534	BG:DS00941.13
Q9VJW1_DROME	Q9VJW1	FBgn0028538	Sec71
Q0E8Q7_DROME	Q0E8Q7	FBgn0028539	
Q9V3Z9_DROME	Q9V3Z9	FBgn0028544	BG:DS00180.3
Q9U6R9_DROME	Q9U6R9	FBgn0028552	gammaSnap1
Q9U617_DROME	Q9U617	FBgn0028573	prc
PHTF_DROME	Q9V9A8	FBgn0028579	phtf
Q7K3W4_DROME	Q7K3W4	FBgn0028622	qsm
CMC_DROME	Q9VA73	FBgn0028646	aralar1
Q9VBR8_DROME	Q9VBR8	FBgn0028647	
Q9VE75_DROME	Q9VE75	FBgn0028670	Vha100-2
Q6NLA3_DROME	Q6NLA3	FBgn0028671	Vha100-1
Q9XZC3_DROME	Q9XZC3	FBgn0028684	Rpt5
Q8SZ19_DROME	Q8SZ19	FBgn0028685	Rpt4
Q9V405_DROME	Q9V405	FBgn0028686	Rpt3
Q7KMQ0_DROME	Q7KMQ0	FBgn0028687	Rpt1
Q9V3Z4_DROME	Q9V3Z4	FBgn0028690	Rpn5
Q7KMP8_DROME	Q7KMP8	FBgn0028691	Rpn9
PSMD1_DROME	Q9V3P6	FBgn0028692	Rpn2
Q9V436_DROME	Q9V436	FBgn0028693	Rpn12
Q9VW54_DROME	Q9VW54	FBgn0028695	Rpn1
EF1B_DROME	O96827	FBgn0028737	Ef1beta
Q9VBI2_DROME	Q9VBI2	FBgn0028833	Dak1
A8DZ06_DROME	A8DZ06	FBgn0028863	
Q9V3Z8_DROME	Q9V3Z8	FBgn0028896	
Q7KT60_DROME	Q7KT60	FBgn0028899	
Q4LDP4_DROME	Q4LDP4	FBgn0028901	
C3390_DROME	Q7KT91	FBgn0028916	
C28A5_DROME	Q9V419	FBgn0028940	Cyp28a5
Q9V402_DROME	Q9V402	FBgn0028947	
SYAM_DROME	Q9VRJ1	FBgn0028962	AlaRS-m
Q9W555_DROME	Q9W555	FBgn0028969	deltaCOP
XMAS2_DROME	Q9U3V9	FBgn0028974	xmas-2
Q9VFC2_DROME	Q9VFC2	FBgn0028984	Spn88Ea
Q7K485_DROME	Q7K485	FBgn0029093	cathD
Q9VSD9_DROME	Q9VSD9	FBgn0029113	Uba2
Q9V477_DROME	Q9V477	FBgn0029114	Tollo
Q9VB69_DROME	Q9VB69	FBgn0029155	Men-b
Q9U5D0_DROME	Q9U5D0	FBgn0029167	Hml
FKB59_DROME	Q9VL78	FBgn0029174	FKBP59
EF1G_DROME	Q9NJH0	FBgn0029176	Ef1gamma
Q7K1I4_DROME	Q7K1I4	FBgn0029508	Tsp42Ea
Q4V5I6_DROME	Q4V5I6	FBgn0029589	
E0R924_DROME	Q9W560	FBgn0029590	CG14811
GRCR2_DROME	Q9W4S1	FBgn0029662	
Q7KVX5_DROME	Q7KVX5	FBgn0029687	Vap33
LVA_DROME	Q8MSS1	FBgn0029688	lva
Q9W4G6_DROME	Q9W4G6	FBgn0029728	
Q9W4F8_DROME	Q9W4F8	FBgn0029736	
Q9W4E0_DROME	Q9W4E0	FBgn0029750	
Q9W4C1_DROME	Q9W4C1	FBgn0029766	
Q8MT59_DROME	Q8MT59	FBgn0029785	RpL35
Q9W457_DROME	Q9W457	FBgn0029823	
A8JUY6_DROME	Q9W444	FBgn0029834	
Q8MS10_DROME	Q8MS10	FBgn0029837	Tsp5D
Q8IRR0_DROME	Q8IRR0	FBgn0029854	
A8JUZ7_DROME	A8JUZ7	FBgn0029864	
Q9W402_DROME	Q9W402	FBgn0029868	ND-B16.6
Q9W3Y4_DROME	Q9W3Y4	FBgn0029881	pigs
Q9W3X8_DROME	Q9W3X8	FBgn0029887	
Q9W3X7_DROME	Q9W3X7	FBgn0029888	ND-ASHI
Q9W3W6_DROME	Q9W3W6	FBgn0029899	
Q9W3T9_DROME	Q9W3T9	FBgn0029925	
Q9W3T3_DROME	Q9W3T3	FBgn0029928	
ATG5_DROME	Q9W3R7	FBgn0029943	Atg5
Q9W3P8_DROME	Q9W3P8	FBgn0029961	Ir7a
Q8MZ64_DROME	Q8MZ64	FBgn0029964	
Q9W3N9_DROME	Q9W3N9	FBgn0029969	
Q9W3N7_DROME	Q9W3N7	FBgn0029971	ND-MNLL
Q9W3L4_DROME	Q9W3L4	FBgn0029990	
Q8SWZ9_DROME	Q8SWZ9	FBgn0029994	
M3KSL_DROME	Q95UN8	FBgn0030018	slpr
Q9W3F6_DROME	Q9W3F6	FBgn0030038	
Q9W3D1_DROME	Q9W3D1	FBgn0030054	Caf1-180
Q9W3C9_DROME	Q9W3C9	FBgn0030055	
Q9W3C3_DROME	Q9W3C3	FBgn0030060	
Q9W3B3_DROME	Q9W3B3	FBgn0030066	
Q9W3A1_DROME	Q9W3A1	FBgn0030077	
Q9W392_DROME	Q9W392	FBgn0030086	CCT2
KPBA_DROME	Q9W391	FBgn0030087	
Q9W373_DROME	Q9W373	FBgn0030102	SmydA-9
Y7446_DROME	Q9W352	FBgn0030121	Cfp1
Q9W2Z4_DROME	Q9W2Z4	FBgn0030170	
NNRE_DROME	Q9W2Y3	FBgn0030178	
Q9W2W5_DROME	Q9W2W5	FBgn0030189	
Q9W2U6_DROME	Q9W2U6	FBgn0030206	
Q9W2S7_DROME	Q9W2S7	FBgn0030223	
6PGL_DROME	Q9VZ64	FBgn0030239	
ENDOU_DROME	Q9VZ49	FBgn0030251	
Q9VZ34_DROME	Q9VZ34	FBgn0030263	
Q9VZ30_DROME	Q9VZ30	FBgn0030266	
Q9VZ22_DROME	Q9VZ22	FBgn0030274	Lint-1
Q9VZ01_DROME	Q9VZ01	FBgn0030292	
Q9VZ00_DROME	Q9VZ00	FBgn0030293	CG1737
Q9VYY7_DROME	Q9VYY7	FBgn0030301	HP5
UBA5_DROME	Q9VYY3	FBgn0030305	Uba5
Q7KV35_DROME	Q7KV35	FBgn0030307	
Q7KV34_DROME	Q7KV34	FBgn0030317	
Q9VYW5_DROME	Q9VYW5	FBgn0030320	
Q9VYV3_DROME	Q9VYV3	FBgn0030329	prtp
Q7K187_DROME	Q7K187	FBgn0030330	Tango10
Q9VYU9_DROME	Q9VYU9	FBgn0030332	
C28C1_DROME	Q9VYT8	FBgn0030339	Cyp28c1
Q5U158_DROME	Q5U158	FBgn0030344	Nrd1
Q9VYT0_DROME	Q9VYT0	FBgn0030347	
Q76NR6_DROME	Q76NR6	FBgn0030362	regucalcin
Q9VYP5_DROME	Q9VYP5	FBgn0030376	
Q9I7S9_DROME	Q9I7S9	FBgn0030377	
Q9VYN5_DROME	Q9VYN5	FBgn0030384	
B7Z143_DROME	B7Z143	FBgn0030400	
Q9VYL0_DROME	Q9VYL0	FBgn0030408	
Q9VYK6_DROME	Q9VYK6	FBgn0030412	Tomosyn
PEPE_DROME	Q9VYH3	FBgn0030447	
Q8MR43_DROME	Q8MR43	FBgn0030468	
Q8T9D5_DROME	Q8T9D5	FBgn0030478	
C1716_DROME	Q9VYD1	FBgn0030486	Set2
RRP12_DROME	Q9VYA7	FBgn0030504	
Q86NN7_DROME	Q86NN7	FBgn0030514	
Q9VY92_DROME	Q9VY92	FBgn0030519	
Q9VY91_DROME	Q9VY91	FBgn0030520	Pdcd4
Q9VY49_DROME	Q9VY49	FBgn0030551	
Q9VY45_DROME	Q9VY45	FBgn0030554	
Q9VY05_DROME	Q9VY05	FBgn0030593	
Q9VY02_DROME	Q9VY02	FBgn0030596	
Q9VXZ0_DROME	Q9VXZ0	FBgn0030605	ND-B18
Q0KHS6_DROME	Q0KHS6	FBgn0030608	Lsd-2
A8JUX2_DROME	A8JUX2	FBgn0030613	Rab3-GEF
RL371_DROME	Q9VXX8	FBgn0030616	RpL37a
Q9VXR3_DROME	Q9VXR3	FBgn0030674	
Q9VXQ6_DROME	Q9VXQ6	FBgn0030680	
Q9VXN5_DROME	Q9VXN5	FBgn0030697	
Q9VXM4_DROME	Q9VXM4	FBgn0030703	MSBP
B5X533_DROME	B5X533	FBgn0030706	CG8909
Q9VXK9_DROME	Q9VXK9	FBgn0030716	
Q9VXK7_DROME	Q9VXK7	FBgn0030718	ND-20
Q8T4B9_DROME	Q8T4B9	FBgn0030721	
NIPSN_DROME	Q9VXK0	FBgn0030724	Nipsnap
DHB4_DROME	Q9VXJ0	FBgn0030731	Mfe2
Q9VXI1_DROME	Q9VXI1	FBgn0030737	
WASH7_DROME	Q9VXH9	FBgn0030739	SWIP
Q9VXG7_DROME	Q9VXG7	FBgn0030746	
Q9VXG3_DROME	Q9VXG4	FBgn0030749	AnxB11
Q9VXC9_DROME	Q9VXC9	FBgn0030773	CG9675
Q8T4A9_DROME	Q8T4A9	FBgn0030789	Rrp45
A8JV19_DROME	A8JV19	FBgn0030796	
Q0KHR5_DROME	Q0KHR5	FBgn0030808	RhoGAP15B
Q9VX63_DROME	Q9VX63	FBgn0030833	CG8915
Q9VX50_DROME	Q9VX50	FBgn0030840	p-cup
Q9VX35_DROME	Q9VX35	FBgn0030854	
Q9VX14_DROME	Q9VX14	FBgn0030872	Ucp4A
Q9VWZ8_DROME	Q9VWZ8	FBgn0030886	
Q9VWZ4_DROME	Q9VWZ4	FBgn0030889	
Q9VWP2_DROME	Q9VWP2	FBgn0030968	
Q8SXL9_DROME	Q8SXL9	FBgn0030975	SdhBL
Q8SXF8_DROME	Q8SXF8	FBgn0030976	
Q9VWJ6_DROME	Q9VWJ6	FBgn0031006	rictor
Q9VWI2_DROME	Q9VWI2	FBgn0031020	Naa15-16
Q9VWI0_DROME	Q9VWI0	FBgn0031021	ND-18
Q8MS11_DROME	Q8MS11	FBgn0031036	
Q9VWG1_DROME	Q9VWG1	FBgn0031037	
Q9VWC7_DROME	Q9VWC7	FBgn0031070	CG12702
Q9VWB9_DROME	Q9VWB9	FBgn0031077	
Q8IQV9_DROME	Q8IQV9	FBgn0031078	Nup205
Q9W5X1_DROME	Q9W5X1	FBgn0031089	CG9572
Q9W5W8_DROME	Q9W5W8	FBgn0031092	
Q9VRA6_DROME	Q9VRA6	FBgn0031118	RhoGAP19D
CP6V1_DROME	Q9VRB3	FBgn0031126	Cyp6v1
Q8T3R3_DROME	Q8T3R3	FBgn0031139	
Q9VRD4_DROME	Q9VRD4	FBgn0031143	
Q9VRD6_DROME	Q9VRD6	FBgn0031145	Ntf-2
Q9VRD9_DROME	Q9VRD9	FBgn0031148	Cbs
Q9VRG4_DROME	Q9VRG4	FBgn0031170	
Q9VRG5_DROME	Q9VRG5	FBgn0031171	
RG9D2_DROME	Q9VR56	FBgn0031189	trmt10a
Q9VR64_DROME	Q9VR64	FBgn0031196	CG17599
Q9VPI2_DROME	Q9VPI2	FBgn0031209	Ir21a
Q9VPI9_DROME	Q9VPI9	FBgn0031216	Zir
Q9VPJ0_DROME	Q9VPJ0	FBgn0031217	
Q9VPL8_DROME	Q9VPL8	FBgn0031235	
Q9VPM1_DROME	Q9VPM1	FBgn0031238	CG3645
Q9VPM3_DROME	Q9VPM3	FBgn0031240	
Q8MSP0_DROME	Q8MSP0	FBgn0031251	
Q9VPR2_DROME	Q9VPR2	FBgn0031264	
Q9VPR5_DROME	Q9VPR5	FBgn0031266	Sf3b1
Q9VPU6_DROME	Q9VPU6	FBgn0031289	
Q9VPV1_DROME	Q9VPV1	FBgn0031292	
Q9VPV8_DROME	Q9VPV8	FBgn0031294	IA-2
Q9VPV7_DROME	Q9VPV7	FBgn0031296	
Q8SWU4_DROME	Q8SWU4	FBgn0031306	
Q7K3E2_DROME	Q7K3E2	FBgn0031313	
Q8SZM4_DROME	Q8SZM4	FBgn0031318	
NPC2_DROME	Q9VQ62	FBgn0031381	Npc2a
EYS_DROME	A0A1F4	FBgn0031414	eys
Q9VQB4_DROME	Q9VQB4	FBgn0031418	
Q9VQB6_DROME	Q9VQB6	FBgn0031420	Atxn7
Q9VQD7_DROME	Q9VQD7	FBgn0031436	ND-B17.2
Q8T434_DROME	Q8T434	FBgn0031462	
Q9VQL1_DROME	Q9VQL1	FBgn0031497	SerRS
Q8SZK7_DROME	Q8SZK7	FBgn0031500	
Q9VQM2_DROME	Q9VQM2	FBgn0031505	ND-B14.5B
FIGL1_DROME	Q9VQN8	FBgn0031519	
Q9VQS4_DROME	Q9VQS4	FBgn0031549	Spindly
Q9VQT8_DROME	Q9VQT8	FBgn0031561	IM33
Q9VQV7_DROME	Q9VQV7	FBgn0031575	Cep97
Q9VQX0_DROME	Q9VQX0	FBgn0031585	
Q9VR24_DROME	Q9VR24	FBgn0031626	
Q9VR26_DROME	Q9VR26	FBgn0031628	
Q9VMU0_DROME	Q9VMU0	FBgn0031684	ND-13A
C28D1_DROME	Q9VMT5	FBgn0031689	Cyp28d1
TOTM_DROME	Q9VMR8	FBgn0031701	TotM
CH60C_DROME	Q9VMN5	FBgn0031728	Hsp60C
Q9VMN2_DROME	Q9VMN2	FBgn0031731	
Q9VMM4_DROME	Q9VMM4	FBgn0031739	
Q9VMK1_DROME	Q9VMK1	FBgn0031757	Ucp4C
Q9VMI3_DROME	Q9VMI3	FBgn0031771	ND-51
Q9VMH9_DROME	Q9VMH9	FBgn0031775	
Q5U0T9_DROME	Q5U0T9	FBgn0031785	
Q9VMF0_DROME	Q9VMF0	FBgn0031801	CG9498
Q9VME3_DROME	Q9VME3	FBgn0031808	
Q8IPJ3_DROME	Q8IPJ3	FBgn0031857	LUBEL
XRN2_DROME	Q9VM71	FBgn0031868	Rat1
Q9VM67_DROME	Q9VM67	FBgn0031869	
E1JHA6_DROME	E1JHA6	FBgn0031879	uif
Q9VM18_DROME	Q9VM18	FBgn0031908	
Q9VM16_DROME	Q9VM16	FBgn0031910	
Q8SYZ8_DROME	Q8SYZ8	FBgn0031913	
Q8MYS9_DROME	Q8MYS9	FBgn0031942	
Q9VLT6_DROME	Q9VLT6	FBgn0031981	
Q9VLS7_DROME	Q9VLS7	FBgn0031990	PAPLA1
Q9VLS4_DROME	Q9VLS4	FBgn0031992	
KPBB_DROME	Q9VLS1	FBgn0031995	
Q9VLR3_DROME	Q9VLR3	FBgn0032001	
E1JHB7_DROME	E1JHB7	FBgn0032006	Pvr
Q7KTI6_DROME	Q7KTI6	FBgn0032010	
Q9VLP2_DROME	Q9VLP2	FBgn0032021	
Q9VLK1_DROME	Q9VLK1	FBgn0032051	
Q8MS44_DROME	Q8MS44	FBgn0032069	LManVI
Q9VLG9_DROME	Q9VLG9	FBgn0032076	
Q7JV09_DROME	Q7JV09	FBgn0032129	jp
Q7KTG2_DROME	Q7KTG2	FBgn0032136	Apoltp
Q9VL83_DROME	Q9VL83	FBgn0032147	IP3K1
Q9VL72_DROME	Q9VL72	FBgn0032157	Etl1
Q9VL68_DROME	Q9VL68	FBgn0032160	
Q9VL47_DROME	Q9VL47	FBgn0032176	
EF1D_DROME	Q9VL18	FBgn0032198	eEF1delta
Q9VL16_DROME	Q9VL16	FBgn0032200	
Q8T9L2_DROME	Q8T9L2	FBgn0032205	
Q9VL06_DROME	Q9VL06	FBgn0032208	Ufd4
Q9VKZ8_DROME	Q9VKZ8	FBgn0032216	Usp14
Q95TF1_DROME	Q95TF1	FBgn0032223	GATAd
Q9VKW5_DROME	Q9VKW5	FBgn0032242	
E1JHE3_DROME	E1JHE3	FBgn0032252	loh
Q9VKT4_DROME	Q9VKT4	FBgn0032269	w-cup
Q9VKR7_DROME	Q9VKR7	FBgn0032286	
Q9VKR4_DROME	Q9VKR4	FBgn0032287	
Q7KTF1_DROME	Q7KTF1	FBgn0032314	
WDR59_DROME	Q9VKK2	FBgn0032339	
EDC4_DROME	Q9VKK1	FBgn0032340	Ge-1
Q9VKI8_DROME	Q9VKI8	FBgn0032350	
Q9VKG8_DROME	Q9VKG8	FBgn0032363	Dlg5
Q9VKE5_DROME	Q8IPA2	FBgn0032382	Mal-B2
NFS1_DROME	Q9VKD3	FBgn0032393	
GR33A_DROME	Q9VKA5	FBgn0032416	Gr33a
Q9VK69_DROME	Q9VK69	FBgn0032444	CCT4
Q9VK63_DROME	Q9VK63	FBgn0032450	
Q9VK60_DROME	Q9VK60	FBgn0032453	
Q7KTC6_DROME	Q7KTC6	FBgn0032456	MRP
Q9VK47_DROME	Q9VK47	FBgn0032464	Vha68-3
Q9VK40_DROME	Q9VK40	FBgn0032471	
Q9VK36_DROME	Q9VK36	FBgn0032473	
Q9VK28_DROME	Q9VK28	FBgn0032479	
Q9VK12_DROME	Q9VK12	FBgn0032494	
Q9VK00_DROME	Q9VK00	FBgn0032505	
Q9VJZ6_DROME	Q9VJZ6	FBgn0032509	
Q9VJZ4_DROME	Q9VJZ4	FBgn0032511	ND-B22
Q960C0_DROME	Q960C0	FBgn0032514	
Q8SY98_DROME	Q8SY98	FBgn0032518	RpL24
Q8SZM2_DROME	Q8SZM2	FBgn0032538	
Q9VJK1_DROME	Q9VJK1	FBgn0032590	CG4631
Q9VJJ0_DROME	Q9VJJ0	FBgn0032596	Prosbeta4
Q9VJI4_DROME	Q9VJI4	FBgn0032602	ppk17
Q9VJC5_DROME	Q9VJC5	FBgn0032647	
H0RNK1_DROME	Q9VJC4	FBgn0032648	CG15144
Q9VJC3_DROME	Q9VJC3	FBgn0032649	
Q8INY6_DROME	Q8INY6	FBgn0032656	
Q9VJ90_DROME	Q9VJ90	FBgn0032677	CG5790
Q9VJ80_DROME	Q9VJ80	FBgn0032685	
Q9VJ59_DROME	Q9VJ59	FBgn0032704	Jwa
B7YZX6_DROME	B7YZX6	FBgn0032717	
Q9VJ39_DROME	Q9VJ39	FBgn0032721	
Q9VJ29_DROME	Q9VJ29	FBgn0032728	Tango6
Q9VJ28_DROME	Q9VJ28	FBgn0032729	L2HGDH
Q9VJ03_DROME	Q9VJ03	FBgn0032754	
Q9VIY9_DROME	Q9VIY9	FBgn0032763	
Q9VIY1_DROME	Q9VIY1	FBgn0032769	
Q9VIX7_DROME	Q9VIX7	FBgn0032773	fon
Q0E8P1_DROME	Q0E8P1	FBgn0032774	
Q9VIX4_DROME	Q9VIX4	FBgn0032775	CG17544
Q9VIW5_DROME	Q9VIW5	FBgn0032783	
Q9VIV0_DROME	Q9VIV0	FBgn0032796	
B7YZX0_DROME	B7YZX0	FBgn0032797	Hasp
Q9VIU8_DROME	Q9VIU8	FBgn0032798	
Q9VIS5_DROME	Q9VIS5	FBgn0032817	
Q7KT33_DROME	Q9VIS3	FBgn0032820	fbp
E1JHM0_DROME	E1JHM0	FBgn0032821	CdGAPr
Q9VIQ8_DROME	Q9VIQ8	FBgn0032833	COX4
Q7KT12_DROME	Q7KT11	FBgn0032889	
Q8ST39_DROME	Q8ST39	FBgn0032897	
Q9VIH9_DROME	Q9VIH9	FBgn0032899	
MCM10_DROME	Q9VIE6	FBgn0032929	Mcm10
Q86NM2_DROME	Q86NM2	FBgn0032946	nrv3
PREP_DROME	Q9V9E3	FBgn0033005	
Q7K3G5_DROME	Q7K3G5	FBgn0033015	d4
Q8SZM6_DROME	Q8SZM6	FBgn0033027	TpnC4
Q7K126_DROME	Q7K126	FBgn0033029	Not3
